magnitude,cdi,mmi,sig,nst,dmin,gap,depth,latitude,longitude,Year,Month
1.6489024449111216,0.21083935549750507,0.687062137411641,0.12825342249820051,0.23998342066200326,-0.5862444448641397,0.14836737821182694,-0.41376535968824274,-0.14191562714435715,0.6840981973790936,-0.5457928173752432,-1.5943338037555619
1.8675016363393941,1.462854530660836,2.061186412234923,2.012247497599683,-0.9170588389180201,-0.3675711633853922,-0.19110228876062413,-0.42791753370959135,-1.6869419813321265,1.0263717983755398,0.599455900138752,1.2094327335185693
1.8675016363393941,1.1498507368700033,2.061186412234923,5.843335927829971,-0.9170588389180201,0.2579889931941432,-0.5382871754369944,-0.47950932154403153,0.903761515293297,0.27378910148568164,0.43584894049389555,-0.7532038425733225
-0.5370894693716117,-0.10216443829332768,-0.687062137411641,-0.48171595109924925,-0.9170588389180201,1.1144972308364722,-0.15252619024102743,-0.4512049735013343,0.08395019755812512,-1.1145223517750977,0.10863502120418261,0.3683027723363299
-0.3184902779433392,-1.3541796134566586,0.0,-0.4937350520568345,0.25605345204505914,-0.5862444448641397,-1.001200357672155,-0.3546107698635581,0.4932407414874131,-1.3076480306305471,-1.6910415348892385,-0.7532038425733225
-0.3184902779433392,-1.3541796134566586,0.687062137411641,-0.4937350520568345,0.6296816817011083,-0.5862444448641397,-1.001200357672155,-0.4212532824508611,-0.4777282275836729,0.9111359652734975,-1.854648494534095,1.4898093872459823
-0.7556886607998862,1.1498507368700033,0.687062137411641,-0.2112861795535819,0.6939618072333319,-0.5862444448641397,-0.11780770157339043,-0.46618081902657094,1.1073335303329583,0.6606318054563619,-1.200220655954669,-1.0335804963007358
-0.9742878522281587,-1.3541796134566586,-0.687062137411641,-0.6770263416600091,1.0354499741232692,-0.5862444448641397,-1.001200357672155,0.3956790909507966,-0.9176175454762432,-1.0304139973705615,-1.6910415348892385,-1.0335804963007358
-0.5370894693716117,1.1498507368700033,0.687062137411641,-0.5358019054083828,-0.9170588389180201,1.8946289377336252,-0.26825448579981753,-0.3876325092467049,-0.3569430171180175,0.7669804029827291,0.9266698194284649,-1.0335804963007358
-0.9742878522281587,-0.7281720258749932,-0.687062137411641,-0.6770263416600091,-0.9170588389180201,1.5182017504895442,0.3875391890333265,-0.4586928962639526,-0.6926132467407539,-1.9225458907293185,0.43584894049389555,-1.0335804963007358
-0.7556886607998862,0.8368469430791706,0.0,-0.4997446025356271,-0.9170588389180201,0.5434917390749194,0.6575718786705035,-0.3913015914003878,0.16305361356986048,-1.1527519501776136,0.27224198084903906,1.4898093872459823
-0.3184902779433392,-1.0411758196658258,-0.687062137411641,-0.4937350520568345,-0.9170588389180201,1.0590333216048564,-0.30683058431941423,-0.46618081902657094,-0.5323511642112789,0.9425352587503554,0.43584894049389555,-0.47282718884590946
-0.9742878522281587,-1.0411758196658258,-1.374124274823282,-0.6770263416600091,-0.9170588389180201,1.3768142441696056,1.3519416520232443,-0.48115666455180756,0.08874334838296281,-1.152505697916696,0.43584894049389555,-1.5943338037555619
-0.9742878522281587,-1.3541796134566586,0.0,-0.6770263416600091,0.14356323236366797,-0.5862444448641397,-0.3608371222468496,-0.46618081902657094,-0.26910022328856587,0.848056190617004,0.10863502120418261,-0.7532038425733225
-0.9742878522281587,1.462854530660836,0.687062137411641,-0.5568353320841569,-0.9170588389180201,-0.5862444448641397,-1.001200357672155,-0.47965907999928387,-1.6503161761336524,1.035727680122511,0.10863502120418261,0.3683027723363299
1.6489024449111216,1.1498507368700033,0.687062137411641,0.12825342249820051,-0.9170588389180201,1.0340291002299478,-0.4997110769173978,-0.46618081902657094,1.860672278860613,0.9906098350858864,0.7630628597836084,0.08792611860891678
1.2117040620545745,-0.4151682320841604,0.0,-0.012971013753425797,-0.9170588389180201,0.5071219625295976,-0.30683058431941423,-0.46618081902657094,-0.9280799752279454,0.9954667135884125,0.9266698194284649,1.4898093872459823
-0.7556886607998862,-0.4151682320841604,-1.374124274823282,-0.6079165111538941,-0.9170588389180201,0.5107589401841298,1.8534309327780014,-0.46618081902657094,0.5603704067714502,-1.359361005423234,0.599455900138752,-1.5943338037555619
0.11870810491320789,-1.3541796134566586,0.687062137411641,-0.3645297167627934,0.5573665404773569,-0.5862444448641397,0.27181089347453635,-0.41676052879329006,-0.2587692127521678,0.7067039845145358,-1.3638276155995257,-1.3139571500281488
-0.09989108651506466,-1.3541796134566586,0.0,-0.4306347720295121,-0.4470104209636356,-0.5862444448641397,-1.001200357672155,-0.3313982092994413,-0.27362688514903716,0.41902340205437955,-1.854648494534095,-1.5943338037555619
-0.9742878522281587,-1.3541796134566586,-2.061186412234923,-0.6770263416600091,-0.527360577878915,0.1484568649058383,3.1650182824442896,-0.26400690443587654,1.7898008164741703,-1.8803762561521218,1.5810976580078908,-1.5943338037555619
-0.3184902779433392,-1.3541796134566586,0.687062137411641,-0.4937350520568345,0.8787671681384744,-0.5862444448641397,0.06735757132067378,-0.46618081902657094,0.7142440552236473,0.5859125640727617,-1.527434575244382,1.4898093872459823
-0.3184902779433392,0.8368469430791706,0.687062137411641,-0.10311427093531493,-0.9170588389180201,-0.46895191550547677,0.5804196816313101,-0.19661559957231173,-1.2540726398570454,-1.0570237269767704,0.43584894049389555,1.2094327335185693
-0.9742878522281587,-1.3541796134566586,1.374124274823282,-0.6770263416600091,1.0233974505859773,-0.5862444448641397,-1.001200357672155,-0.46618081902657094,1.2990595633264668,-0.24161432436291877,-1.854648494534095,0.08792611860891678
